,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
103392,2010-023623-26,Italy,Italy - Italian Medicines Agency,2012-02-27,,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of the study is to determine whether armodafinil treatment, at a dosage of 150 mg/day, is more effective than placebo treatment as adjunctive therapy to mood stabilizers for treatment of adults with major depression associated with bipolar I disorder. Efficacy will be assessed by the mean change from baseline in the total score from the 30 Item Inventory of Depressive Symptomatology–Clinician Rated (IDS C30). L’obiettivo primario dello studio è determinare se il trattamento con armodafinil, a una dose di 150 mg/die, sia più efficace del trattamento con placebo come terapia addizionale agli stabilizzatori dell’umore, per il trattamento di pazienti adulti affetti da depressione maggiore associata a disturbo bipolare I.L’efficacia sarà valutata tramite la variazione media dal basale del punteggio totale ricavato dall’Inventario della sintomatologia depressiva da 30 voci, di eterovalutazione (IDS-C30).","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
103397,2010-023623-26,United Kingdom,Poland - Office for Medicinal Products,2012-03-28,2013-07-29,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of the study is to determine whether armodafinil treatment, at a dosage of 150 mg/day, is more effective than placebo treatment as adjunctive therapy to mood stabilizers for treatment of adults with major depression associated with bipolar I disorder. Efficacy will be assessed by the mean change from baseline in the total score from the 30-Item Inventory of Depressive Symptomatology–Clinician-Rated (IDS-C30). Pierwszorzędowym celem niniejszego badania jest określenie, czy podawanie armodafinilu,w dawce 150 mg na dobę jest skuteczniejsze niż podawanie placebo jako terapii wspomagającej stosowanie leków normotymicznych w leczeniu osób dorosłych z ciezkim epizodem depresyjnym w przebiegu zaburzenia afektywnego dwubiegunowego typu I. Skuteczność będzie oceniana na podstawie średniej zmiany w stosunku do wartości poczatkowych w całkowitym wyniku TRZYDZIEST-PUNKTOWEJ SKALI OCENY objawow depresji (30-Item Inventory of Depressive Symptomatology–Clinician-Rated (IDS-C30)","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
103398,2010-023623-26,United Kingdom,Hungary - National Institute of Pharmacy,2011-05-23,2013-07-29,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of the study is to determine whether armodafinil treatment, at a dosage of 150 mg/day, is more effective than placebo treatment as adjunctive therapy to mood stabilizers for treatment of adults with major depression associated with bipolar I disorder. Efficacy will be assessed by the mean change from baseline in the total score from the 30-Item Inventory of Depressive Symptomatology–Clinician-Rated (IDS-C30).","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
103403,2011-001351-37,Germany,Germany - BfArM,2011-08-08,2017-05-18,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To assess the long-term safety and tolerability of oral OPC-34712 as adjunctive therapy in the treatment of adults with MDD.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
103409,2011-001351-37,United Kingdom,Slovakia - SIDC (Slovak),2011-10-05,2017-05-18,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To assess the long-term safety and tolerability of oral OPC-34712 as adjunctive therapy in the treatment of adults with MDD.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
103435,2011-001351-37,France,Hungary - National Institute of Pharmacy,2011-07-08,2017-05-18,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To assess the long-term safety and tolerability of oral OPC-34712 as adjunctive therapy in the treatment of adults with MDD.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
103466,2013-000719-26,United Kingdom,UK - MHRA,2013-04-12,2015-10-29,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To demonstrate that the antidepressant activity of Viotra™ is not inferior to amitriptyline in subjects who have an unsatisfactory response to / are resistant to treatment with SSRIs.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
103947,2014-002708-26,United Kingdom,UK - MHRA,2014-11-06,2017-09-13,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary objective will be to investigate the efficacy of oxytocin (Syntocinon) in retaining post-detoxification opioid (e.g. heroin) dependent individuals in inpatient rehabilitation programme and in preventing relapse to opioids (e.g. heroin) or other drug use.,"Therapy, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
104282,2010-023099-13,United Kingdom,Germany - BfArM,2011-02-02,2012-04-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary objective of the study is to determine the efficacy of the daily administration of 8g of V0251 by oral route during 14 days on vertigo symptom relief in patients suffering from acute vestibular neuritis.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104292,2012-000547-27,United Kingdom,UK - MHRA,2012-08-21,2015-07-20,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The main research question is to evaluate the feasibility of conducting a randomised, double blind, placebo pilot trial in patients with end stage renal disease (ESRD) and depression. The treatment under investigation is Sertraline, a licensed anti-depressant. The study is split into four phases. Phase one will evaluate the number of ESRD patients eligible for this clinical trial. Phase two will assess the feasibility of conducting a randomised drug trial in this group of patients, by measuring the number who take part. Phase three will look at the safety and drug exposure of Sertraline in ESRD patients and phase four will explore the patient experience of participating in this trial.","Therapy, Safety",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104307,2010-023099-13,United Kingdom,Czechia - SUKL,2011-01-05,2012-04-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary objective of the study is to determine the efficacy of the daily administration of 8g of V0251 by oral route during 14 days on vertigo symptom relief in patients suffering from acute vestibular neuritis.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104464,2011-005565-20,United Kingdom,UK - MHRA,2012-03-29,2013-02-21,Completed,Psychiatry and Psychology [F] - Behaviours [F01],The primary objective of this study is to investigate whether the E-C is more effective at alleviating withdrawal symptoms than the nicotine inhalator during 24hr abstinence.,Efficacy,Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
104793,2016-000756-98,United Kingdom,Bulgarian Drug Agency,2017-07-06,2018-01-18,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objective of this study is to evaluate the efficacy, safety, and tolerability of cariprazine 1.5 mg/day and 3.0 mg/day relative to placebo in patients with bipolar I depression.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104808,2016-000756-98,United Kingdom,Croatia - MIZ,2016-12-15,2018-01-18,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objective of this study is to evaluate the efficacy, safety, and tolerability of cariprazine 1.5 mg/day and 3.0 mg/day relative to placebo in patients with bipolar I depression.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104814,2016-000756-98,United Kingdom,Slovakia - SIDC (Slovak),2016-05-13,2018-01-18,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objective of this study is to evaluate the efficacy, safety, and tolerability of cariprazine 1.5 mg/day and 3.0 mg/day relative to placebo in patients with bipolar I depression.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104821,2019-000989-38,Switzerland,Spain - AEMPS,2019-06-11,2020-05-06,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],•To investigate the plasma exposure at steady-state (Area under the concentration-time curve at steady state [AUCss]) of balovaptan and to determine the dose that will deliver adult-equivalent exposure in subjects ages 2-4 years old -Investigar la exposición plasmática en estado de equilibrio (área bajo la curva de concentracióntiempo en estado de equilibrio [AUCss]) de balovaptán en niños de 2-4 años y determinar la dosis que producirá una exposición equivalente a la del adulto en estos niños.,Safety,Human pharmacology (Phase I),Children (2-11years),"Female, Male"
104827,2016-000060-42,United States,Poland - Office for Medicinal Products,2017-11-22,2018-11-06,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the efficacy of lurasidone (SM-13496) 40 mg/day compared with placebo in acutely psychotic subjects with schizophrenia as measured by change from Baseline in Positive and Negative Syndrome Scale (PANSS) total score at Week 6.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104828,2016-000060-42,United States,Slovakia - SIDC (Slovak),2016-06-01,2018-11-06,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the efficacy of lurasidone (SM-13496) 40 mg/day compared with placebo in acutely psychotic subjects with schizophrenia as measured by change from Baseline in Positive and Negative Syndrome Scale (PANSS) total score at Week 6.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104876,2019-003128-19,Denmark,Denmark - DHMA,2019-08-06,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],"The outline of the current project is to establish a cohort of patients with treatment refractory schizophrenia eligible for clozapine, to identify clinical and biological characteristics of clozapine responding patients. Patients will be offered treatment with clozapine according to national clinical guidelines. Before clozapine is initiated, patients will be offered a thoroughly neurobiological examination, and re-examination will be carried out after 12 weeks of treatment. The primary focus of the examinations will be the permeability of the blood-brain barrier.",Therapy,Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
104900,2015-004527-32,United Kingdom,UK - MHRA,2016-09-23,2019-08-08,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To investigate whether depressive symptoms improve in patients with type 2 diabetes,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104909,2017-002232-16,United States,UK - MHRA,2017-09-14,2018-02-01,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the efficacy of TAK-653 compared with placebo in maintaining the effect of ketamine treatment on depressive symptoms,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
104932,2008-001875-32,United States,,2016-03-31,,,Psychiatry and Psychology [F] - Mental Disorders [F03],1- To evaluate the efficacy of DVS SR compared with placebo in the treatment of children and adolescents with MDD as measured by the Children’s Depression Rating Scale – Revised (CDRS-R) score  2- To evaluate the safety and tolerability of DVS SR in the treatment of children and adolescents with MDD,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
104979,2014-004585-22,Netherlands,Poland - Office for Medicinal Products,2015-08-03,2017-11-06,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to evaluate the efficacy of switching adult subjects with TRD from a prior antidepressant treatment (to which they have not responded) to flexibly dosed intranasal esketamine (56 mg or 84 mg) plus a newly initiated oral antidepressant compared with switching to a newly initiated oral antidepressant (active comparator) plus intranasal placebo, in improving depressive symptoms, as assessed by the change from baseline in the Montgomery-Asberg Depression Rating Scale (MADRS) total score from Day 1 (pre-randomization) to the end of the 4-week double-blind induction phase.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
104983,2014-004585-22,Spain,Spain - AEMPS,2015-10-05,2017-11-06,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to evaluate the efficacy of switching adult subjects with TRD from a prior antidepressant treatment (to which they have not responded) to flexibly dosed intranasal esketamine (56 mg or 84 mg) plus a newly initiated oral antidepressant compared with switching to a newly initiated oral antidepressant (active comparator) plus intranasal placebo, in improving depressive symptoms, as assessed by the change from baseline in the Montgomery-Asberg Depression Rating Scale (MADRS) total score from Day 1 (pre-randomization) to the end of the 4-week double-blind induction phase. El objetivo principal de este estudio es evaluar la eficacia de la sustitución, en adultos con DRT, de un tratamiento antidepresivo previo (al cual no hayan respondido) por esketamina intranasal en dosis flexible (56 mg u 84 mg) más un antidepresivo oral recién iniciado en comparación con la sustitución por un antidepresivo oral recién iniciado (fármaco comparador activo) más placebo intranasal, en cuanto a la mejoría de los síntomas depresivos, valorada mediante la variación de la puntuación total de la Escala de evaluación de la depresión de Montgomery-Asberg (MADRS) con respecto al momento basal entre el día 1 (antes de la aleatorización) y el final de la fase de inducción doble ciego de 4 semanas.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
104992,2014-004585-22,Netherlands,Czechia - SUKL,2015-11-09,2017-11-06,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to evaluate the efficacy of switching adult subjects with TRD from a prior antidepressant treatment (to which they have not responded) to flexibly dosed intranasal esketamine (56 mg or 84 mg) plus a newly initiated oral antidepressant compared with switching to a newly initiated oral antidepressant (active comparator) plus intranasal placebo, in improving depressive symptoms, as assessed by the change from baseline in the Montgomery-Asberg Depression Rating Scale (MADRS) total score from Day 1 (pre-randomization) to the end of the 4-week double-blind induction phase.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
104998,2014-004585-22,Netherlands,Germany - BfArM,2015-06-02,2017-11-06,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to evaluate the efficacy of switching adult subjects with TRD from a prior antidepressant treatment (to which they have not responded) to flexibly dosed intranasal esketamine (56 mg or 84 mg) plus a newly initiated oral antidepressant compared with switching to a newly initiated oral antidepressant (active comparator) plus intranasal placebo, in improving depressive symptoms, as assessed by the change from baseline in the Montgomery-Asberg Depression Rating Scale (MADRS) total score from Day 1 (pre-randomization) to the end of the 4-week double-blind induction phase.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
105107,2019-002213-19,United Kingdom,UK - MHRA,2019-11-05,,GB - no longer in EU/EEA,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of the study is to assess changes in cognitive function (i.e, concentration, memory) in euthymic (relatively stable mood state) Bipolar patients (type I & II) who are treated with 20 to 80 mg/day of Lurasidone (Latuda) adjunctive therapy over a 6 week period in comparison to those euthymic patients who will be treated with Placebo add-on.","Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
105200,2018-001622-26,Italy,Italy - Italian Medicines Agency,2021-01-27,,Ongoing,Psychiatry and Psychology [F] - Psychological processes [F02],To determine if Liposom Forte will enhance the response to antidepressant therapy with citalopram in elderly patients suffering from Major Depressive Disorder (MDD). Determinare se Liposom Forte possa potenziare la risposta alla terapia antidepressiva con citalopram in pazienti anziani affetti da Disturbo Depressivo Maggiore (DDM),"Safety, Efficacy",Therapeutic use (Phase IV),Elderly (>=65 years),"Female, Male"
105639,2017-003112-39,Ireland,Ireland - HPRA,2019-09-04,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],"Primary Objective: 1. The primary objective is to investigate the efficacy and safety of IV Scopolamine, compared to placebo, in reducing severity of depression in individuals with bipolar disorder who are experiencing a depressive episode of at least moderate severity.","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
105729,2016-002072-26,France,France - ANSM,2021-01-28,2019-10-25,Completed,Psychiatry and Psychology [F] - Behaviours [F01],To examine the efficacy of oral magnesium supplementation as an adjuvant therapy for decreasing intensity of AWS among inpatients requiring pharmacological treatment of their AWS. NA,"Therapy, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
105832,2017-003115-20,Netherlands,Netherlands - Competent Authority,2017-10-04,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To assess the efficacy of haloperidol to resolve delirium in adult critically ill patients and thereby render the patient awake and non-delirious.,"Therapy, Safety, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
106026,2021-001279-18,Netherlands,,2021-03-09,,,Psychiatry and Psychology [F] - Mental Disorders [F03],"To evaluate whether the use of Foundations mobile application impacts stress, wellbeing, anxiety, depression, functioning, resilience and sleep in a real-world, high-risk healthcare worker cohort.","Therapy, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
106149,2010-023414-31,Germany,Germany - BfArM,2012-03-08,2016-04-22,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Effectiveness of a single i.v. application of the NMDA antagonist ketamine at subanaesthetic doses will be tested The study will extend prior reports of open label studies in exploratory sample sizes to a double blinded placebo controlled study on a larger sample of 40 patients.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
106444,2020-004088-26,United States,,2020-09-03,,,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary purpose of this study is to determine if ziprasidone is safe for the treatment of children and adolescents (ages 10-17) with bipolar I disorder (manic or mixed).,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
106451,2019-004349-34,Sweden,Sweden - MPA,2020-03-18,,Ongoing,Psychiatry and Psychology [F] - Psychological processes [F02],To compare the level of transgender congruence in transmen with testosterone treatment to placebo treatment Att jämföra nivån av könsinkongruens hos transmän med testosteronbehandling ned placebobehandling,Therapy,Therapeutic use (Phase IV),Adults (18-64 years),Female
106494,2020-002196-35,Netherlands,Netherlands - Competent Authority,2020-11-16,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],provide post-trial access to bumetanide treatment for NDD participants,Efficacy,Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
106551,2015-000222-11,United Kingdom,UK - MHRA,2020-07-30,2020-02-07,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],1) To obtain preliminary data on whether ketamine is effective in promoting and prolonging abstinence in patients with severe alcohol use disorder following detoxification.    2) To assess safety and tolerability of ketamine in severe alcohol use disorder.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
106638,2015-000465-31,Germany,Germany - BfArM,2016-03-30,2019-11-25,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],Efficacy of CBD compared to placebo as add-on treatment to mood-stabilizers in the treatment of patients with an acute episode of bipolar depression in the reduction of depressive symptoms after 8 week of treatment.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
106689,2018-002669-20,Poland,Poland - Office for Medicinal Products,2018-07-30,2021-02-19,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"to determine the efficacy and dose response of Esketamine, administered by inhalation from Dry Powder Inhaler, compared with placebo, in subjects with treatment resistant bipolar depression, as assessed by change from baseline in the Montgomery-Åsberg Depression Rating Scale (MADRS) total score at Day 14 of treatment phase. określenie skuteczności i odpowiedzi na dawkę Esketaminy podawanej wziewnie za pomocą inhalatora suchego proszku w porównaniu z placebo u pacjentów z lekooporną depresją dwubiegunową, oceniane na podstawie zmiany całkowitego wyniku w skali oceny depresji Montgomery-Åsberg (ang. Montgomery-Åsberg Depression Rating Scale, MADRS) w 14 dniu fazy leczenia względem wartości wyjściowej (baseline).","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
106794,2014-005239-15,Germany,Germany - BfArM,2016-02-03,2019-02-11,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of the study is to investigate the effects of fludrocortisone versus placebo on the attention bias in a pooled group of depressive patients and healthy control subjects (measured by the „Attentional bias index“ in the emotional dot probe paradigm) Primäres Ziel der Studie ist es, in der gepoolten Gruppe depressiver Patienten und gesunder Probanden die Effekte von Fludrocortison vs. Placebo zu untersuchen auf die Aufmerksamkeitsverzerrung (gemessen mit dem „Attentional Bias Index“ im emotionalen Dot-Probe-Paradigma; primärer Endpunkt)",Efficacy,Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
107205,2010-021788-33,United States,Czechia - SUKL,2011-05-11,2013-07-12,Completed,Psychiatry and Psychology [F] - Psychological processes [F02],The primary objective is to compare the efficacy of varenicline to placebo for smoking cessation during the last 10 weeks of treatment in subjects who are not willing/able to make an abrupt quit attempt but are willing to reduce their smoking with the ultimate goal of quitting.,"Safety, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107215,2010-021788-33,United States,UK - MHRA,2011-09-29,2013-07-12,Completed,Psychiatry and Psychology [F] - Psychological processes [F02],The primary objective is to compare the efficacy of varenicline to placebo for smoking cessation during the last 10 weeks of treatment in subjects who are not willing/able to make an abrupt quit attempt but are willing to reduce their smoking with the ultimate goal of quitting.,"Safety, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107218,2010-021788-33,United States,Germany - BfArM,2011-05-26,2013-07-12,Completed,Psychiatry and Psychology [F] - Psychological processes [F02],The primary objective is to compare the efficacy of varenicline to placebo for smoking cessation during the last 10 weeks of treatment in subjects who are not willing/able to make an abrupt quit attempt but are willing to reduce their smoking with the ultimate goal of quitting.,"Safety, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107388,2010-022184-35,United Kingdom,UK - MHRA,2011-09-06,2016-12-14,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"(1) Is amisulpride superior to placebo in the treatment of very late-onset schizophrenia-like psychosis over 12 weeks as measured by significant differences between amisulpride and placebo treated groups in improvements in score on the brief psychiatric rating scale (BPRS) largely driven by improvements in the hostility, suspiciousness, hallucinations, tension, uncooperativeness and motor hyperactivity sub-scores? (2) Is prolonged treatment after 12 weeks superior to treatment withdrawal to receive placebo over the next 12 weeks as measured by significant differences in BPRS scores between groups and significantly greater numbers of patients in the group randomised to receive placebo being withdrawn to open treatment with amisulpride by their physicians?","Therapy, Safety, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107670,2011-002513-11,United States,Slovakia - SIDC (Slovak),2011-11-09,2014-01-29,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To compare the efficacy of each of three fixed doses of OPC-34712 with placebo in the treatment of acute schizophrenia in adults. Secondary:,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
107695,2010-020696-23,Switzerland,Hungary - National Institute of Pharmacy,2010-11-10,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"• Evaluate the efficacy after 12 weeks of treatment with RO4917838 vs. placebo, as adjunct to antipsychotics, in the PANSS positive symptom factor score in patients with suboptimally controlled symptoms of schizophrenia;  • Evaluate the safety and tolerability after 12 weeks of treatment with RO4917838 vs. placebo as adjunct to antipsychotics, in patients with sub-optimally controlled symptoms of schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107698,2010-020696-23,Switzerland,UK - MHRA,2010-10-19,2014-04-14,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"• Evaluate the efficacy after 12 weeks of treatment with RO4917838 vs. placebo, as adjunct to antipsychotics, in the PANSS positive symptom factor score in patients with suboptimally controlled symptoms of schizophrenia;  • Evaluate the safety and tolerability after 12 weeks of treatment with RO4917838 vs. placebo as adjunct to antipsychotics, in patients with sub-optimally controlled symptoms of schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107718,2010-020696-23,Switzerland,Sweden - MPA,2010-12-21,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"• Evaluate the efficacy after 12 weeks of treatment with RO4917838 vs. placebo, as adjunct to antipsychotics, in the PANSS positive symptom factor score in patients with suboptimally controlled symptoms of schizophrenia;  • Evaluate the safety and tolerability after 12 weeks of treatment with RO4917838 vs. placebo as adjunct to antipsychotics, in patients with sub-optimally controlled symptoms of schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107723,2010-020696-23,Switzerland,Finland - Fimea,2010-12-02,2014-06-09,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"• Evaluate the efficacy after 12 weeks of treatment with RO4917838 vs. placebo, as adjunct to antipsychotics, in the PANSS positive symptom factor score in patients with suboptimally controlled symptoms of schizophrenia;  • Evaluate the safety and tolerability after 12 weeks of treatment with RO4917838 vs. placebo as adjunct to antipsychotics, in patients with sub-optimally controlled symptoms of schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
107769,2011-003133-34,Sweden,Sweden - MPA,2011-10-27,2013-12-03,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],The aim of this study is to investigate the effects of the dopamine stabilizer (-)-OSU6162 on cue- and priming-induced craving responses in alcohol dependence individuals.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
107939,2011-005179-18,United Kingdom,Sweden - MPA,2012-10-08,2013-12-05,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objectives of this study are to evaluate the efficacy, safety, and tolerability of cariprazine adjunctive to ADT in patients with major depressive disorder who have an inadequate response to ADT.","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
107942,2011-005179-18,United Kingdom,Slovakia - SIDC (Slovak),2012-04-12,2013-12-05,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objectives of this study are to evaluate the efficacy, safety, and tolerability of cariprazine adjunctive to ADT in patients with major depressive disorder who have an inadequate response to ADT.","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
107958,2011-002229-23,United Kingdom,UK - MHRA,2012-05-01,2013-10-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"To compare the behavioural and physiological effects of injecting buprenorphine hemiadipate hydrochloride (HCl)/naloxone HCl dihydrate both alone and in combination at three different dose ratios 1:1, 1:0.5 and 1:0.25, with placebo.","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
107960,2011-005179-18,United Kingdom,Estonia - SAM,2011-12-29,2013-12-11,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objectives of this study are to evaluate the efficacy, safety, and tolerability of cariprazine adjunctive to ADT in patients with major depressive disorder who have an inadequate response to ADT.","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
107977,2011-005179-18,United Kingdom,Finland - Fimea,2011-12-21,2013-12-11,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objectives of this study are to evaluate the efficacy, safety, and tolerability of cariprazine adjunctive to ADT in patients with major depressive disorder who have an inadequate response to ADT.","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
107992,2010-019897-33,Netherlands,Netherlands - Competent Authority,2010-08-09,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],1. To study whether cognitive functions in patients with schizophrenia are affected by addition of L-dopa to optimized conventional (D2-blocking) antipsychotic treatment 2. To study whether negative psychotic symptoms are affected by addition of L-dopa to optimized conventional (D2-blocking) antipsychotic treatment,"Therapy, Safety, Efficacy","Human pharmacology (Phase I), Therapeutic use (Phase IV)",Adults (18-64 years),"Female, Male"
