,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
82788,2021-006511-29,United States,Poland - Office for Medicinal Products,2022-09-27,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of PTC857 in reducing disease progression in subjects with ALS.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82790,2020-002700-39,Slovakia,Slovakia - SIDC (Slovak),2021-06-16,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82791,2021-006511-29,United States,Netherlands - Competent Authority,2022-10-11,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of PTC857 in reducing disease progression in subjects with ALS.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82795,2019-003797-10,Croatia,France - ANSM,2020-10-06,,Ongoing,Diseases [C] - Nervous System Diseases [C10],The primary objective of this study is to assess the efficacy of twice per week subcutaneous (SC) doses of pegcetacoplan 1080 mg compared to placebo in subjects with sporadic ALS as measured by the Combined Assessment of Function and Survival (CAFS) rank score (joint-rank score),"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82799,2020-002700-39,Estonia,Estonia - SAM,2021-05-27,,,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82804,2020-002700-39,Latvia,Latvia - SAM,2021-07-28,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82814,2020-002700-39,Austria,Austria - BASG,2021-06-07,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82816,2020-002700-39,Switzerland,Italy - Italian Medicines Agency,2021-08-17,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years -,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82818,2021-006511-29,United States,Sweden - MPA,2022-11-11,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of PTC857 in reducing disease progression in subjects with ALS.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82827,2019-003797-10,Croatia,Ireland - HPRA,2020-09-03,,Temporarily Halted,Diseases [C] - Nervous System Diseases [C10],The primary objective of this study is to assess the efficacy of twice per week subcutaneous (SC) doses of pegcetacoplan 1080 mg compared to placebo in subjects with sporadic ALS as measured by the Combined Assessment of Function and Survival (CAFS) rank score (joint-rank score),"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82832,2020-002700-39,Portugal,Portugal - INFARMED,2021-05-24,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82835,2020-002700-39,Switzerland,Belgium - FPS Health-DGM,2021-05-31,,,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82839,2022-000049-34,Germany,Germany - BfArM,2022-09-15,,Ongoing,Diseases [C] - Nervous System Diseases [C10],- Part A: To assess the effect of SAR443820 compared to placebo on serum neurofilament (sNfL) - Part B: To assess long-term trends in durability of sNfL,"Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
82840,2021-006511-29,United States,Czechia - SUKL,2022-07-13,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of PTC857 in reducing disease progression in subjects with ALS.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82842,2020-002700-39,Switzerland,Croatia - MIZ,2021-12-06,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82849,2020-002700-39,France,France - ANSM,2021-05-27,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years Démontrer la non-infériorité sur le taux annualisé de poussées de l’ofatumumab et/ou du siponimod par rapport au fingolimod chez des patients pédiatriques atteints de SEP recevant jusqu’à 2 ans de traitement.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82856,2019-003797-10,Croatia,Germany - BfArM,2020-10-12,,Ongoing,Diseases [C] - Nervous System Diseases [C10],The primary objective of this study is to assess the efficacy of twice per week subcutaneous (SC) doses of pegcetacoplan 1080 mg compared to placebo in subjects with sporadic ALS as measured by the Combined Assessment of Function and Survival (CAFS) rank score (joint-rank score),"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82860,2020-002700-39,Switzerland,Poland - Office for Medicinal Products,2021-08-10,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To demonstrate the non-inferiority of ofatumumab and/or siponimod as compared to fingolimod as assessed by annualized relapse rate (ARR) in the target pediatric MS participants treated for up to 2-years,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
82862,2021-006511-29,United States,Germany - BfArM,2022-06-13,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of PTC857 in reducing disease progression in subjects with ALS.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82867,2022-000049-34,Spain,Spain - AEMPS,2022-07-22,,Ongoing,Diseases [C] - Nervous System Diseases [C10],- Part A: To assess the effect of SAR443820 compared to placebo on serum neurofilament (sNfL) - Part B: To assess long-term trends in durability of sNfL - Parte A: Evaluar el efecto de SAR443820 en comparación con placebo sobre los niveles de neurofilamentos séricos (sNfL) - Parte B: Evaluar las tendencias a largo plazo en la persistencia de los niveles de sNfL,"Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
82869,2021-006511-29,United States,Spain - AEMPS,2022-06-22,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of PTC857 in reducing disease progression in subjects with ALS. Evaluar la eficacia de PTC857 para reducir la progresión de la enfermedad en pacientes con esclerosis lateral amiotrófica (ELA).,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82890,2021-003989-12,United States,Slovakia - SIDC (Slovak),2021-12-17,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of NBI-1065845 compared with placebo used as adjunctive to oral antidepressants in subjects with MDD on improving symptoms of depression.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
82891,2021-003989-12,United States,Bulgarian Drug Agency,2022-03-07,,Ongoing,Diseases [C] - Nervous System Diseases [C10],"To evaluate the efficacy of NBI-1065845 compared with placebo in subjects with MDD on improving symptoms of depression, as measured by the Montgomery Åsberg Depression Rating Scale (MADRS).","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82899,2021-003989-12,United States,Czechia - SUKL,2021-12-15,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of NBI-1065845 compared with placebo used as adjunctive to oral antidepressants in subjects with MDD on improving symptoms of depression.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82935,2019-003647-29,United States,Poland - Office for Medicinal Products,2020-03-02,,Temporarily Halted,Diseases [C] - Nervous System Diseases [C10],The primary objective of this trial is to assess the efficacy of MYOBLOC versus placebo in the treatment of adult lower limb spasticity.,"Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82965,2019-003647-29,United States,Czechia - SUKL,2020-02-13,,Ongoing,Diseases [C] - Nervous System Diseases [C10],The primary objective of this trial is to assess the efficacy of MYOBLOC versus placebo in the treatment of adult lower limb spasticity.,"Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82978,2019-003647-29,United States,Hungary - National Institute of Pharmacy,2020-01-21,2023-02-16,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],The primary objective of this trial is to assess the efficacy of MYOBLOC versus placebo in the treatment of adult lower limb spasticity.,"Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Adults (18-64 years), Elderly (>=65 years)","Female, Male"
82995,2021-003989-12,United States,Poland - Office for Medicinal Products,2022-03-29,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of NBI-1065845 compared with placebo used as adjunctive to oral antidepressants in subjects with MDD on improving symptoms of depression.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
83025,2019-002625-29,United Kingdom,UK - MHRA,2020-06-18,,GB - no longer in EU/EEA,Diseases [C] - Nervous System Diseases [C10],To evaluate the effect of multiple doses of nabiximols as adjunctive therapy compared with placebo on a clinical measure of velocity-dependent muscle tone in the lower limbs (Lower Limb Muscle Tone-6; LLMT) in patients with MS who have not achieved adequate relief from spasticity with other antispasticity medications,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83078,2019-002625-29,United Kingdom,Czechia - SUKL,2021-03-10,2022-05-10,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate the effect of multiple doses of nabiximols as adjunctive therapy compared with placebo on a clinical measure of velocity-dependent muscle tone in the lower limbs (Lower Limb Muscle Tone-6; LLMT) in patients with MS who have not achieved adequate relief from spasticity with other antispasticity medications,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83081,2019-002625-29,United Kingdom,Poland - Office for Medicinal Products,2019-11-21,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To evaluate the effect of multiple doses of nabiximols as adjunctive therapy compared with placebo on a clinical measure of velocity-dependent muscle tone in the lower limbs (Lower Limb Muscle Tone-6; LLMT) in patients with MS who have not achieved adequate relief from spasticity with other antispasticity medications,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83118,2010-022066-28,Germany,Germany - BfArM,2010-09-29,2012-07-11,Completed,Diseases [C] - Nervous System Diseases [C10],"The primary endpoints are the reduction of CD4+ and CD8+ naïve T cells (CCR7+CD45RA+), central memory T cells (CCR7+CD45RA-), central memory Th17 cells (CD4+ CCR4+ and CCR6+), and an elevation of effector memory T cells (CCR7- CD45RA-) in peripheral venous blood at month 6 versus baseline.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
83330,2010-021850-20,United States,Germany - BfArM,2011-05-24,2016-07-06,Completed,Diseases [C] - Nervous System Diseases [C10],"Efficacy • To compare the efficacy of amifampridine phosphate versus placebo on muscle strength in patients with LEMS at the end of a 14-day discontinuation period Safety • To assess the safety, including the long-term safety, of amifampridine phosphate in patients with LEMS.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83331,2010-021850-20,United States,Hungary - National Institute of Pharmacy,2013-02-25,2016-07-06,Completed,Diseases [C] - Nervous System Diseases [C10],"Efficacy • To compare the efficacy of amifampridine phosphate versus placebo on muscle strength in patients with LEMS at the end of a 14-day discontinuation period Safety • To assess the safety, including the long-term safety, of amifampridine phosphate in patients with LEMS.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83332,2010-021850-20,United States,Bulgarian Drug Agency,2013-07-23,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"Efficacy • To compare the efficacy of amifampridine phosphate versus placebo on muscle strength in patients with LEMS at the end of a 14-day discontinuation period Safety • To assess the safety, including the long-term safety, of amifampridine phosphate in patients with LEMS.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83334,2010-021850-20,United States,Czechia - SUKL,2013-03-01,,Completed,Diseases [C] - Nervous System Diseases [C10],"Efficacy • To compare the efficacy of amifampridine phosphate versus placebo on muscle strength in patients with LEMS at the end of a 14-day discontinuation period Safety • To assess the safety, including the long-term safety, of amifampridine phosphate in patients with LEMS.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83352,2010-018518-56,United Kingdom,Czechia - SUKL,2011-07-04,2014-09-01,Completed,Diseases [C] - Nervous System Diseases [C10],To compare the short-term effect of perampanel on cognition to placebo by using the Cognitive Drug Research (CDR) System when administered as an adjunctive therapy in adolescents (12 to less than 18 years of age) with inadequately controlled partial-onset seizures (with or without secondarily generalized seizures),"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adolescents (12-17 years),"Female, Male"
83353,2011-001629-25,Czech Republic,Czechia - SUKL,2011-10-11,2014-01-22,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],To assess the long-term safety and tolerability of AIN457 over a period of up to 1 year in patients with relapsing-remitting multiple sclerosis who particpated in the core CAIN457B2201 Phase II proof of concept (PoC) study,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
83354,2010-018518-56,United Kingdom,Latvia - SAM,2010-07-16,2014-09-01,Completed,Diseases [C] - Nervous System Diseases [C10],To compare the short-term effect of perampanel on cognition to placebo by using the Cognitive Drug Research (CDR) System when administered as an adjunctive therapy in adolescents (12 to less than 18 years of age) with inadequately controlled partial-onset seizures (with or without secondarily generalized seizures),"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adolescents (12-17 years),"Female, Male"
83371,2010-018518-56,United Kingdom,Hungary - National Institute of Pharmacy,2011-01-05,2014-09-01,Completed,Diseases [C] - Nervous System Diseases [C10],To compare the short-term effect of perampanel on cognition to placebo by using the Cognitive Drug Research (CDR) System when administered as an adjunctive therapy in adolescents (12 to less than 18 years of age) with inadequately controlled partial-onset seizures (with or without secondarily generalized seizures),"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adolescents (12-17 years),"Female, Male"
83387,2010-018518-56,United Kingdom,Belgium - FPS Health-DGM,2010-09-08,,Completed,Diseases [C] - Nervous System Diseases [C10],To compare the short-term effect of perampanel on cognition to placebo by using the Cognitive Drug Research (CDR) System when administered as an adjunctive therapy in adolescents (12 to less than 18 years of age) with inadequately controlled partial-onset seizures (with or without secondarily generalized seizures),"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adolescents (12-17 years),"Female, Male"
83652,2008-000342-32,Germany,,2011-11-04,,,Diseases [C] - Nervous System Diseases [C10],"The primary objective of this open-label, flexible dose study is to assess the safety and efficacy of pramipexole over a 24-week period in children and adolescents (age 6-17 years inclusive) diagnosed with Tourette Syndrome according to DSM-IV criteria and who have completed either Study 248.641 or 248.644. The safety of pramipexole will be evaluated collectively for the incidence of adverse events and elicited adverse events, proportion of withdrawals due to adverse events, and the assessment of the following scales: • Children's Yale-Brown Obsessive Compulsive Scale (CY-BOCS); • Child Behavior Checklist (CBCL) ; • DuPaul Attention-Deficit / Hyperactivity Disorder (ADHD) Rating Scale-IV; • Child Depression Inventory-Short Version (CDI-S); • Columbia Suicide Severity Rating Scale (C-SSRS); • Multidimensional Anxiety Scale for Children (MASC); • Tanner Staging.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
83757,2010-019014-25,Sweden,Sweden - MPA,2010-05-27,,Ongoing,Diseases [C] - Nervous System Diseases [C10],Evaluate safety and tolerability of Glivec (Imatinib) for use in acute stroke patients undergoing intravenous thrombolysis,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83818,2012-004299-20,United States,Spain - AEMPS,2013-03-06,2015-05-12,Completed,Diseases [C] - Nervous System Diseases [C10],"To evaluate the efficacy of ELND005 treatment compared with placebo in reducing the severity of agitation and aggression at 12 weeks; To evaluate the safety and tolerability of the ELND005 dosing regimen in Moderate to Severe AD patients Evaluar la eficacia del tratamiento con ELND005, comparado con un placebo para reducir la intensidad de la agitación y la agresividad a las 12 semanas. Evaluar la seguridad y la tolerabilidad de la pauta de administración de ELND005 en pacientes con EA moderada o grave.","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83819,2013-001262-42,Australia,Finland - Fimea,2013-10-29,2019-11-13,Completed,Diseases [C] - Nervous System Diseases [C10],"To test the hypothesis that ICH patients selected with CTA “spot sign” will have lower rates of haematoma growth when treated with intravenous tranexamic acid within 4.5 hours of stroke onset, compared to placebo.","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83826,2013-002419-87,United Kingdom,UK - MHRA,2014-02-07,2018-04-26,Completed,Diseases [C] - Nervous System Diseases [C10],"Does oxcarbazepine protect people with multiple sclerosis (PwMS) from nerve loss? When we compare PwMS who take oxcarbazepine for one year to PwMS who take placebo, is the level of neurofilament light (NFL), a marker of nerve loss, in the CSF significantly reduced?","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
83827,2012-004299-20,United States,UK - MHRA,2013-02-04,2015-05-12,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of ELND005 treatment compared with placebo in reducing the severity of agitation and aggression at 12 weeks; To evaluate the safety and tolerability of the ELND005 dosing regimen in Moderate to Severe AD patients,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83978,2011-004609-26,France,France - ANSM,2011-10-06,,Ongoing,Diseases [C] - Nervous System Diseases [C10],The primary objective is to evaluate clinical effects (success/failure) after level 3 opioids switch to methadone in patients with cancer-related pain inadequately relieved or with intolerable side effects. L'objectif prinicipal est d'évaluer les effets cliniques (succès/échecs) du passage à la méthadone chez des patients insuffisamment soulagées ou présentant une intolérance aux opioïdes de niveau 3.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
83984,2010-023023-19,Germany,Germany - BfArM,2011-11-18,2015-09-01,Completed,Diseases [C] - Nervous System Diseases [C10],"The primary objective of this pilot study is to evaluate, by means of a specific cognitive test battery (Brief Repeatable Battery and Delis-Kaplan Executive Function System scale - Sorting Test), the slowing/reduction of cognitive dysfunction progression in RRMS patients after 18 months of treatment with fingolimod in comparison with interferon beta 1b treatment, and to evaluate which test of the battery is the most sensitive in detecting differences between treatment groups.","Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
83994,2013-003643-31,United Kingdom,UK - MHRA,2013-12-11,2016-12-19,Completed,Diseases [C] - Nervous System Diseases [C10],"The primary objective of this study is to evaluate whether 12 weeks of a 11β-hydroxysteroid dehydrogenase inhibitor (AZD4017) is effective and safe for reducing the raised intracranial pressure (pressure of fluid around the brain) observed in patients with idiopathic intracranial hypertension, compared to a placebo ('dummy' drug with no active properties).","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),Female
84018,2011-002743-10,United States,Czechia - SUKL,2012-01-03,2013-11-22,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of pregabalin compared with placebo for the symptomatic relief of DPN pain in subjects with painful DPN who use one NSAID (including COX 2 inhibitors) primarily for the treatment of conditions other than DPN pain.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84045,2011-002743-10,Italy,Italy - Italian Medicines Agency,2012-03-02,2013-11-22,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of pregabalin compared with placebo for the symptomatic relief of DPN pain in subjects with painful DPN who use one NSAID (including COX-2 inhibitors) primarily for the treatment of conditions other than DPN pain. Valutare l'efficacia di pregabalin rispetto al placebo per il sollievo sintomatico del dolore da neuropatia diabetica periferica in soggetti con neuropatia diabetica periferica dolorosa che utilizzano un FANS (compresi gli inibitori della COX-2) principalmente per il trattamento di condizioni diverse dal dolore neuropatico diabetico periferico dolorosa.,Diagnosis,Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84065,2011-002743-10,United States,Sweden - MPA,2011-10-19,2013-11-22,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate the efficacy of pregabalin compared with placebo for the symptomatic relief of DPN pain in subjects with painful DPN who use one NSAID (including COX 2 inhibitors) primarily for the treatment of conditions other than DPN pain.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84124,2011-001160-21,,Germany - BfArM,2011-05-20,2012-01-23,Completed,Diseases [C] - Nervous System Diseases [C10],Assess the antibody response to influenza vaccine in patients with relapsing form of multiple sclerosis (RMS) treated with teriflunomide and in a reference population of RMS patients,Safety,Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
84128,2011-000770-60,Italy,Italy - Italian Medicines Agency,2011-09-01,,Completed,Diseases [C] - Nervous System Diseases [C10],"The objectives of the study are: - provide early access to fingolimod to patients who have been diagnosed with relapsing-remitting multiple sclerosis and for whom no suitable therapy exists i.e where existing therapies have failed. - generate additional safety and tolerability data, according to the label recommended by CHMP, in a population resembling that of future clinical practice. - offrire accesso allargato al trattamento con fingolimod ai pazienti in cui sia stata diagnosticata una sclerosi multipla recidivante-remittente e per i quali non vi sia terapia adeguata ,cioe' quando le terapie esistenti hanno fallito. - generare dati di sicurezza e tollerabilita' aggiuntivi, seguendo le indicazioni approvate dal CHMP, in una popolazione che assomiglia a quella identificabile nella futura pratica clinica.",Safety,Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84131,2011-001160-21,,Austria - BASG,2011-05-31,2012-01-23,Completed,Diseases [C] - Nervous System Diseases [C10],Assess the antibody response to influenza vaccine in patients with relapsing form of multiple sclerosis (RMS) treated with teriflunomide and in a reference population of RMS patients,Safety,Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
84151,2010-022596-64,France,Portugal - INFARMED,2010-12-27,2013-01-09,Completed,Diseases [C] - Nervous System Diseases [C10],To demonstrate the efficacy of at least one dose of SAR110894D in comparison to placebo on cognitive performance in patients with mild to moderate Alzheimer's disease (AD) while on stable donepezil therapy.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84159,2010-022596-64,Germany,Germany - BfArM,2011-01-28,2013-01-09,Completed,Diseases [C] - Nervous System Diseases [C10],To demonstrate the efficacy of at least one dose of SAR110894D in comparison to placebo on cognitive performance in patients with mild to moderate Alzheimer's disease (AD) while on stable donepezil therapy.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84175,2010-020154-33,United Kingdom,,2012-03-09,,,Diseases [C] - Nervous System Diseases [C10],To evaluate the long-term safety and tolerability of retigabine/ezogabine as adjunctive treatment in subjects with either partial onset seizures (12 to <18 years old) or Lennox-Gastaut Syndrome (12 to <30 years old) who have participated in a previous (“parent”) study.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adolescents (12-17 years),"Female, Male"
84180,2012-000835-18,Switzerland,Hungary - National Institute of Pharmacy,2013-02-28,2015-06-22,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84185,2012-000835-18,Switzerland,Belgium - FPS Health-DGM,2012-11-19,,Completed,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84194,2012-000835-18,Spain,Spain - AEMPS,2012-11-29,2015-05-13,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients. Para evaluar la seguridad a largo plazo, tolerabilidad y eficacia (medida por parámetros clínicos y de IRM de actividad de la enfermedad) de fingolimod 0,5 mg / día en pacientes con EMPP.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84202,2012-000835-18,Czech Republic,Czechia - SUKL,2013-06-17,2015-06-22,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84205,2012-000835-18,Denmark,Denmark - DHMA,2014-05-09,2014-12-15,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
